bet_type,bet_label,min_prob,min_ev,max_odds,bets,hits,stake_yen,return_yen,profit_yen,roi
exacta,2車単,0.02,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.02,100,20,560,31,60200,49300,-10900,-0.18106312292358803
exacta,2車単,0.02,100,30,1349,58,150100,131840,-18260,-0.12165223184543637
exacta,2車単,0.02,100,50,3513,94,419000,293530,-125470,-0.2994510739856802
exacta,2車単,0.02,100,80,6977,129,900900,635360,-265540,-0.29474969474969476
exacta,2車単,0.02,100,100,9198,149,1237300,989050,-248250,-0.20063848702820658
exacta,2車単,0.02,100,150,13103,164,1899400,1334230,-565170,-0.2975518584816258
exacta,2車単,0.02,100,200,15278,178,2374600,2092770,-281830,-0.11868525225301103
exacta,2車単,0.02,100,300,17298,185,2919400,2554440,-364960,-0.12501198876481467
exacta,2車単,0.02,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.02,200,30,472,20,62400,59510,-2890,-0.046314102564102566
exacta,2車単,0.02,200,50,1614,36,229100,147630,-81470,-0.3556089044085552
exacta,2車単,0.02,200,80,3830,63,586200,436440,-149760,-0.2554759467758444
exacta,2車単,0.02,200,100,5389,74,856400,710220,-146180,-0.17069126576366184
exacta,2車単,0.02,200,150,8686,85,1457700,1010380,-447320,-0.30686698223228376
exacta,2車単,0.02,200,200,10861,99,1932900,1768920,-163980,-0.08483625640229707
exacta,2車単,0.02,200,300,12881,106,2477700,2230590,-247110,-0.0997336239254147
exacta,2車単,0.02,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.02,300,30,139,6,29100,33540,4440,0.15257731958762888
exacta,2車単,0.02,300,50,611,10,128800,73540,-55260,-0.42903726708074535
exacta,2車単,0.02,300,80,1785,24,381700,276250,-105450,-0.27626408173958605
exacta,2車単,0.02,300,100,2713,32,588800,523820,-64980,-0.11036005434782609
exacta,2車単,0.02,300,150,4832,41,1072300,797650,-274650,-0.2561316795672853
exacta,2車単,0.02,300,200,6667,53,1513500,1525910,12410,0.008199537495870499
exacta,2車単,0.02,300,300,8687,60,2058300,1987580,-70720,-0.034358451149006465
exacta,2車単,0.02,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.02,500,50,115,6,29600,44420,14820,0.5006756756756757
exacta,2車単,0.02,500,80,384,11,101500,129110,27610,0.27201970443349754
exacta,2車単,0.02,500,100,650,16,176200,323100,146900,0.8337116912599319
exacta,2車単,0.02,500,150,1407,21,387300,509730,122430,0.3161115414407436
exacta,2車単,0.02,500,200,2187,29,617500,1094130,476630,0.7718704453441295
exacta,2車単,0.02,500,300,3528,33,1026500,1426220,399720,0.3894008767657087
exacta,2車単,0.02,800,80,59,3,22400,55750,33350,1.4888392857142858
exacta,2車単,0.02,800,100,122,8,47800,249740,201940,4.224686192468619
exacta,2車単,0.02,800,150,289,11,113400,390350,276950,2.4422398589065257
exacta,2車単,0.02,800,200,514,16,202800,813980,611180,3.0137080867850097
exacta,2車単,0.02,800,300,976,17,388200,941030,552830,1.4240855229263267
exacta,2車単,0.02,1200,100,36,4,18000,168150,150150,8.341666666666667
exacta,2車単,0.02,1200,150,81,5,40500,231350,190850,4.712345679012346
exacta,2車単,0.02,1200,200,137,9,68500,577300,508800,7.427737226277372
exacta,2車単,0.02,1200,300,262,10,131000,704350,573350,4.376717557251909
exacta,2車単,0.02,2000,200,25,5,12500,315100,302600,24.208
exacta,2車単,0.02,2000,300,47,5,23500,315100,291600,12.408510638297873
exacta,2車単,0.03,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.03,100,20,560,31,60200,49300,-10900,-0.18106312292358803
exacta,2車単,0.03,100,30,1349,58,150100,131840,-18260,-0.12165223184543637
exacta,2車単,0.03,100,50,3513,94,419000,293530,-125470,-0.2994510739856802
exacta,2車単,0.03,100,80,6909,128,894100,628010,-266090,-0.29760653170786266
exacta,2車単,0.03,100,100,8704,142,1187900,927730,-260170,-0.21901675225187306
exacta,2車単,0.03,100,150,11205,152,1702800,1213360,-489440,-0.28743246417665025
exacta,2車単,0.03,100,200,12330,161,2002000,1831880,-170120,-0.08497502497502497
exacta,2車単,0.03,100,300,13174,163,2295300,2031200,-264100,-0.11506121204199887
exacta,2車単,0.03,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.03,200,30,472,20,62400,59510,-2890,-0.046314102564102566
exacta,2車単,0.03,200,50,1614,36,229100,147630,-81470,-0.3556089044085552
exacta,2車単,0.03,200,80,3830,63,586200,436440,-149760,-0.2554759467758444
exacta,2車単,0.03,200,100,5389,74,856400,710220,-146180,-0.17069126576366184
exacta,2車単,0.03,200,150,7890,84,1371300,995850,-375450,-0.2737912929337125
exacta,2車単,0.03,200,200,9015,93,1670500,1614370,-56130,-0.03360071834780006
exacta,2車単,0.03,200,300,9859,95,1963800,1813690,-150110,-0.07643853752927997
exacta,2車単,0.03,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.03,300,30,139,6,29100,33540,4440,0.15257731958762888
exacta,2車単,0.03,300,50,611,10,128800,73540,-55260,-0.42903726708074535
exacta,2車単,0.03,300,80,1785,24,381700,276250,-105450,-0.27626408173958605
exacta,2車単,0.03,300,100,2713,32,588800,523820,-64980,-0.11036005434782609
exacta,2車単,0.03,300,150,4764,41,1058700,797650,-261050,-0.24657598942098802
exacta,2車単,0.03,300,200,5889,50,1357900,1416170,58270,0.04291184917887915
exacta,2車単,0.03,300,300,6733,52,1651200,1615490,-35710,-0.02162669573643411
exacta,2車単,0.03,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.03,500,50,115,6,29600,44420,14820,0.5006756756756757
exacta,2車単,0.03,500,80,384,11,101500,129110,27610,0.27201970443349754
exacta,2車単,0.03,500,100,650,16,176200,323100,146900,0.8337116912599319
exacta,2車単,0.03,500,150,1407,21,387300,509730,122430,0.3161115414407436
exacta,2車単,0.03,500,200,2187,29,617500,1094130,476630,0.7718704453441295
exacta,2車単,0.03,500,300,3031,31,910800,1293450,382650,0.4201251646903821
exacta,2車単,0.03,800,80,59,3,22400,55750,33350,1.4888392857142858
exacta,2車単,0.03,800,100,122,8,47800,249740,201940,4.224686192468619
exacta,2車単,0.03,800,150,289,11,113400,390350,276950,2.4422398589065257
exacta,2車単,0.03,800,200,514,16,202800,813980,611180,3.0137080867850097
exacta,2車単,0.03,800,300,976,17,388200,941030,552830,1.4240855229263267
exacta,2車単,0.03,1200,100,36,4,18000,168150,150150,8.341666666666667
exacta,2車単,0.03,1200,150,81,5,40500,231350,190850,4.712345679012346
exacta,2車単,0.03,1200,200,137,9,68500,577300,508800,7.427737226277372
exacta,2車単,0.03,1200,300,262,10,131000,704350,573350,4.376717557251909
exacta,2車単,0.03,2000,200,25,5,12500,315100,302600,24.208
exacta,2車単,0.03,2000,300,47,5,23500,315100,291600,12.408510638297873
exacta,2車単,0.04,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.04,100,20,560,31,60200,49300,-10900,-0.18106312292358803
exacta,2車単,0.04,100,30,1349,58,150100,131840,-18260,-0.12165223184543637
exacta,2車単,0.04,100,50,3513,94,419000,293530,-125470,-0.2994510739856802
exacta,2車単,0.04,100,80,6266,123,829800,592660,-237140,-0.28577970595324176
exacta,2車単,0.04,100,100,7423,131,1059800,840230,-219570,-0.20718060011322892
exacta,2車単,0.04,100,150,8758,140,1386500,1114060,-272440,-0.19649477100613055
exacta,2車単,0.04,100,200,9291,147,1562300,1640590,78290,0.05011201433783524
exacta,2車単,0.04,100,300,9675,148,1720200,1767640,47440,0.02757818858272294
exacta,2車単,0.04,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.04,200,30,472,20,62400,59510,-2890,-0.046314102564102566
exacta,2車単,0.04,200,50,1614,36,229100,147630,-81470,-0.3556089044085552
exacta,2車単,0.04,200,80,3812,63,584400,436440,-147960,-0.25318275154004105
exacta,2車単,0.04,200,100,4969,71,814400,684010,-130390,-0.16010559921414538
exacta,2車単,0.04,200,150,6304,80,1141100,957840,-183260,-0.1605994216107265
exacta,2車単,0.04,200,200,6837,87,1316900,1484370,167470,0.12716986863087554
exacta,2車単,0.04,200,300,7221,88,1474800,1611420,136620,0.09263628966639545
exacta,2車単,0.04,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.04,300,30,139,6,29100,33540,4440,0.15257731958762888
exacta,2車単,0.04,300,50,611,10,128800,73540,-55260,-0.42903726708074535
exacta,2車単,0.04,300,80,1785,24,381700,276250,-105450,-0.27626408173958605
exacta,2車単,0.04,300,100,2713,32,588800,523820,-64980,-0.11036005434782609
exacta,2車単,0.04,300,150,4048,41,915500,797650,-117850,-0.12872747132714363
exacta,2車単,0.04,300,200,4581,48,1091300,1324180,232880,0.2133968661229726
exacta,2車単,0.04,300,300,4965,49,1249200,1451230,202030,0.16172750560358629
exacta,2車単,0.04,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.04,500,50,115,6,29600,44420,14820,0.5006756756756757
exacta,2車単,0.04,500,80,384,11,101500,129110,27610,0.27201970443349754
exacta,2車単,0.04,500,100,650,16,176200,323100,146900,0.8337116912599319
exacta,2車単,0.04,500,150,1407,21,387300,509730,122430,0.3161115414407436
exacta,2車単,0.04,500,200,1940,28,563100,1036260,473160,0.8402770378263186
exacta,2車単,0.04,500,300,2324,29,721000,1163310,442310,0.6134674063800277
exacta,2車単,0.04,800,80,59,3,22400,55750,33350,1.4888392857142858
exacta,2車単,0.04,800,100,122,8,47800,249740,201940,4.224686192468619
exacta,2車単,0.04,800,150,289,11,113400,390350,276950,2.4422398589065257
exacta,2車単,0.04,800,200,514,16,202800,813980,611180,3.0137080867850097
exacta,2車単,0.04,800,300,867,17,351400,941030,589630,1.677945361411497
exacta,2車単,0.04,1200,100,36,4,18000,168150,150150,8.341666666666667
exacta,2車単,0.04,1200,150,81,5,40500,231350,190850,4.712345679012346
exacta,2車単,0.04,1200,200,137,9,68500,577300,508800,7.427737226277372
exacta,2車単,0.04,1200,300,262,10,131000,704350,573350,4.376717557251909
exacta,2車単,0.04,2000,200,25,5,12500,315100,302600,24.208
exacta,2車単,0.04,2000,300,47,5,23500,315100,291600,12.408510638297873
exacta,2車単,0.05,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.05,100,20,560,31,60200,49300,-10900,-0.18106312292358803
exacta,2車単,0.05,100,30,1349,58,150100,131840,-18260,-0.12165223184543637
exacta,2車単,0.05,100,50,3403,94,408000,293530,-114470,-0.2805637254901961
exacta,2車単,0.05,100,80,5364,116,739600,543590,-196010,-0.2650216333153056
exacta,2車単,0.05,100,100,6031,123,894500,772280,-122220,-0.1366349916154276
exacta,2車単,0.05,100,150,6745,130,1096100,995190,-100910,-0.09206276799562084
exacta,2車単,0.05,100,200,7013,136,1198400,1469940,271540,0.22658544726301735
exacta,2車単,0.05,100,300,7177,137,1275200,1596990,321790,0.252344730238394
exacta,2車単,0.05,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.05,200,30,472,20,62400,59510,-2890,-0.046314102564102566
exacta,2車単,0.05,200,50,1614,36,229100,147630,-81470,-0.3556089044085552
exacta,2車単,0.05,200,80,3466,57,549800,392410,-157390,-0.2862677337213532
exacta,2車単,0.05,200,100,4133,64,704700,621100,-83600,-0.11863204200368951
exacta,2車単,0.05,200,150,4847,71,906300,844010,-62290,-0.0687300011033874
exacta,2車単,0.05,200,200,5115,77,1008600,1318760,310160,0.3075153678366052
exacta,2車単,0.05,200,300,5279,78,1085400,1445810,360410,0.3320526994656348
exacta,2車単,0.05,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.05,300,30,139,6,29100,33540,4440,0.15257731958762888
exacta,2車単,0.05,300,50,611,10,128800,73540,-55260,-0.42903726708074535
exacta,2車単,0.05,300,80,1785,24,381700,276250,-105450,-0.27626408173958605
exacta,2車単,0.05,300,100,2452,31,536600,504940,-31660,-0.05900111815132315
exacta,2車単,0.05,300,150,3166,38,738200,727850,-10350,-0.014020590625846653
exacta,2車単,0.05,300,200,3434,44,840500,1202600,362100,0.43081499107674004
exacta,2車単,0.05,300,300,3598,45,917300,1329650,412350,0.44952578218685274
exacta,2車単,0.05,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.05,500,50,115,6,29600,44420,14820,0.5006756756756757
exacta,2車単,0.05,500,80,384,11,101500,129110,27610,0.27201970443349754
exacta,2車単,0.05,500,100,650,16,176200,323100,146900,0.8337116912599319
exacta,2車単,0.05,500,150,1262,20,357400,484250,126850,0.35492445439283715
exacta,2車単,0.05,500,200,1530,26,459700,959000,499300,1.0861431368283663
exacta,2車単,0.05,500,300,1694,27,536500,1086050,549550,1.0243243243243243
exacta,2車単,0.05,800,80,59,3,22400,55750,33350,1.4888392857142858
exacta,2車単,0.05,800,100,122,8,47800,249740,201940,4.224686192468619
exacta,2車単,0.05,800,150,289,11,113400,390350,276950,2.4422398589065257
exacta,2車単,0.05,800,200,501,16,198900,813980,615080,3.092408245349422
exacta,2車単,0.05,800,300,665,17,275700,941030,665330,2.4132390279289084
exacta,2車単,0.05,1200,100,36,4,18000,168150,150150,8.341666666666667
exacta,2車単,0.05,1200,150,81,5,40500,231350,190850,4.712345679012346
exacta,2車単,0.05,1200,200,137,9,68500,577300,508800,7.427737226277372
exacta,2車単,0.05,1200,300,249,10,124500,704350,579850,4.657429718875502
exacta,2車単,0.05,2000,200,25,5,12500,315100,302600,24.208
exacta,2車単,0.05,2000,300,47,5,23500,315100,291600,12.408510638297873
exacta,2車単,0.07,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.07,100,20,560,31,60200,49300,-10900,-0.18106312292358803
exacta,2車単,0.07,100,30,1348,58,150000,131840,-18160,-0.12106666666666667
exacta,2車単,0.07,100,50,2707,80,338400,237560,-100840,-0.2979905437352246
exacta,2車単,0.07,100,80,3555,92,520500,404560,-115940,-0.22274735830931797
exacta,2車単,0.07,100,100,3785,97,588000,598550,10550,0.0179421768707483
exacta,2車単,0.07,100,150,4000,100,668000,739160,71160,0.10652694610778443
exacta,2車単,0.07,100,200,4077,104,704100,1085110,381010,0.5411305212327794
exacta,2車単,0.07,100,300,4124,104,727600,1085110,357510,0.4913551401869159
exacta,2車単,0.07,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.07,200,30,472,20,62400,59510,-2890,-0.046314102564102566
exacta,2車単,0.07,200,50,1538,34,221500,138470,-83030,-0.3748532731376975
exacta,2車単,0.07,200,80,2386,46,403600,305470,-98130,-0.24313676907829535
exacta,2車単,0.07,200,100,2616,51,471100,499460,28360,0.06019953300785396
exacta,2車単,0.07,200,150,2831,54,551100,640070,88970,0.1614407548539285
exacta,2車単,0.07,200,200,2908,58,587200,986020,398820,0.6791893732970027
exacta,2車単,0.07,200,300,2955,58,610700,986020,375320,0.6145734403143933
exacta,2車単,0.07,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.07,300,30,139,6,29100,33540,4440,0.15257731958762888
exacta,2車単,0.07,300,50,611,10,128800,73540,-55260,-0.42903726708074535
exacta,2車単,0.07,300,80,1403,21,305300,235350,-69950,-0.22911889944317065
exacta,2車単,0.07,300,100,1633,26,372800,429340,56540,0.15166309012875537
exacta,2車単,0.07,300,150,1848,29,452800,569950,117150,0.25872349823321555
exacta,2車単,0.07,300,200,1925,33,488900,915900,427000,0.8733892411536102
exacta,2車単,0.07,300,300,1972,33,512400,915900,403500,0.7874707259953162
exacta,2車単,0.07,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.07,500,50,115,6,29600,44420,14820,0.5006756756756757
exacta,2車単,0.07,500,80,384,11,101500,129110,27610,0.27201970443349754
exacta,2車単,0.07,500,100,604,16,167000,323100,156100,0.9347305389221557
exacta,2車単,0.07,500,150,819,19,247000,463710,216710,0.8773684210526316
exacta,2車単,0.07,500,200,896,23,283100,809660,526560,1.8599788060755917
exacta,2車単,0.07,500,300,943,23,306600,809660,503060,1.6407697325505544
exacta,2車単,0.07,800,80,59,3,22400,55750,33350,1.4888392857142858
exacta,2車単,0.07,800,100,122,8,47800,249740,201940,4.224686192468619
exacta,2車単,0.07,800,150,266,11,106500,390350,283850,2.6652582159624414
exacta,2車単,0.07,800,200,343,15,142600,736300,593700,4.163394109396914
exacta,2車単,0.07,800,300,390,15,166100,736300,570200,3.432871763997592
exacta,2車単,0.07,1200,100,36,4,18000,168150,150150,8.341666666666667
exacta,2車単,0.07,1200,150,81,5,40500,231350,190850,4.712345679012346
exacta,2車単,0.07,1200,200,134,9,67000,577300,510300,7.616417910447761
exacta,2車単,0.07,1200,300,181,9,90500,577300,486800,5.379005524861879
exacta,2車単,0.07,2000,200,25,5,12500,315100,302600,24.208
exacta,2車単,0.07,2000,300,47,5,23500,315100,291600,12.408510638297873
exacta,2車単,0.1,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.1,100,20,560,31,60200,49300,-10900,-0.18106312292358803
exacta,2車単,0.1,100,30,1076,46,122800,100460,-22340,-0.18192182410423452
exacta,2車単,0.1,100,50,1593,51,219100,138830,-80270,-0.36636239160200823
exacta,2車単,0.1,100,80,1804,56,277900,221480,-56420,-0.20302267002518892
exacta,2車単,0.1,100,100,1871,61,304500,415470,110970,0.3644334975369458
exacta,2車単,0.1,100,150,1933,63,333500,519630,186130,0.5581109445277361
exacta,2車単,0.1,100,200,1960,66,347000,776080,429080,1.2365417867435158
exacta,2車単,0.1,100,300,1974,66,354000,776080,422080,1.192316384180791
exacta,2車単,0.1,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.1,200,30,472,20,62400,59510,-2890,-0.046314102564102566
exacta,2車単,0.1,200,50,989,25,158700,97880,-60820,-0.3832388153749212
exacta,2車単,0.1,200,80,1200,30,217500,180530,-36970,-0.16997701149425287
exacta,2車単,0.1,200,100,1267,35,244100,374520,130420,0.534289225727161
exacta,2車単,0.1,200,150,1329,37,273100,478680,205580,0.7527645551080191
exacta,2車単,0.1,200,200,1356,40,286600,735130,448530,1.5650034891835312
exacta,2車単,0.1,200,300,1370,40,293600,735130,441530,1.503848773841962
exacta,2車単,0.1,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.1,300,30,139,6,29100,33540,4440,0.15257731958762888
exacta,2車単,0.1,300,50,532,9,113000,65060,-47940,-0.4242477876106195
exacta,2車単,0.1,300,80,743,14,171800,147710,-24090,-0.140221187427241
exacta,2車単,0.1,300,100,810,19,198400,341700,143300,0.7222782258064516
exacta,2車単,0.1,300,150,872,21,227400,445860,218460,0.9606860158311346
exacta,2車単,0.1,300,200,899,24,240900,702310,461410,1.9153590701535907
exacta,2車単,0.1,300,300,913,24,247900,702310,454410,1.8330375151270675
exacta,2車単,0.1,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.1,500,50,115,6,29600,44420,14820,0.5006756756756757
exacta,2車単,0.1,500,80,291,10,81400,115690,34290,0.42125307125307127
exacta,2車単,0.1,500,100,358,15,108000,309680,201680,1.8674074074074074
exacta,2車単,0.1,500,150,420,17,137000,413840,276840,2.020729927007299
exacta,2車単,0.1,500,200,447,20,150500,670290,519790,3.45375415282392
exacta,2車単,0.1,500,300,461,20,157500,670290,512790,3.255809523809524
exacta,2車単,0.1,800,80,59,3,22400,55750,33350,1.4888392857142858
exacta,2車単,0.1,800,100,117,8,46300,249740,203440,4.3939524838012955
exacta,2車単,0.1,800,150,179,10,75300,353900,278600,3.699867197875166
exacta,2車単,0.1,800,200,206,13,88800,610350,521550,5.8733108108108105
exacta,2車単,0.1,800,300,220,13,95800,610350,514550,5.3710855949895615
exacta,2車単,0.1,1200,100,36,4,18000,168150,150150,8.341666666666667
exacta,2車単,0.1,1200,150,78,5,39000,231350,192350,4.932051282051282
exacta,2車単,0.1,1200,200,105,8,52500,487800,435300,8.291428571428572
exacta,2車単,0.1,1200,300,119,8,59500,487800,428300,7.198319327731093
exacta,2車単,0.1,2000,200,25,5,12500,315100,302600,24.208
exacta,2車単,0.1,2000,300,39,5,19500,315100,295600,15.158974358974358
exacta,2車単,0.15,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.15,100,20,408,25,45000,38680,-6320,-0.14044444444444446
exacta,2車単,0.15,100,30,543,30,68600,65010,-3590,-0.052332361516034986
exacta,2車単,0.15,100,50,646,32,94500,86570,-7930,-0.08391534391534392
exacta,2車単,0.15,100,80,682,34,108700,135240,26540,0.24415823367065317
exacta,2車単,0.15,100,100,702,36,118700,222140,103440,0.8714406065711878
exacta,2車単,0.15,100,150,712,37,123700,285340,161640,1.306709781729992
exacta,2車単,0.15,100,200,719,38,127200,372290,245090,1.9268081761006288
exacta,2車単,0.15,100,300,725,38,130200,372290,242090,1.8593701996927803
exacta,2車単,0.15,200,20,171,11,21300,22300,1000,0.046948356807511735
exacta,2車単,0.15,200,30,306,16,44900,48630,3730,0.08307349665924277
exacta,2車単,0.15,200,50,409,18,70800,70190,-610,-0.008615819209039548
exacta,2車単,0.15,200,80,445,20,85000,118860,33860,0.3983529411764706
exacta,2車単,0.15,200,100,465,22,95000,205760,110760,1.1658947368421053
exacta,2車単,0.15,200,150,475,23,100000,268960,168960,1.6896
exacta,2車単,0.15,200,200,482,24,103500,355910,252410,2.438743961352657
exacta,2車単,0.15,200,300,488,24,106500,355910,249410,2.3418779342723006
exacta,2車単,0.15,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.15,300,30,130,6,27300,33540,6240,0.22857142857142856
exacta,2車単,0.15,300,50,233,8,53200,55100,1900,0.03571428571428571
exacta,2車単,0.15,300,80,269,10,67400,103770,36370,0.5396142433234421
exacta,2車単,0.15,300,100,289,12,77400,190670,113270,1.46343669250646
exacta,2車単,0.15,300,150,299,13,82400,253870,171470,2.0809466019417475
exacta,2車単,0.15,300,200,306,14,85900,340820,254920,2.967636786961583
exacta,2車単,0.15,300,300,312,14,88900,340820,251920,2.833745781777278
exacta,2車単,0.15,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.15,500,50,91,6,24800,44420,19620,0.7911290322580645
exacta,2車単,0.15,500,80,127,8,39000,93090,54090,1.386923076923077
exacta,2車単,0.15,500,100,147,10,49000,179990,130990,2.673265306122449
exacta,2車単,0.15,500,150,157,11,54000,243190,189190,3.5035185185185185
exacta,2車単,0.15,500,200,164,12,57500,330140,272640,4.7415652173913045
exacta,2車単,0.15,500,300,170,12,60500,330140,269640,4.456859504132232
exacta,2車単,0.15,800,80,43,3,17200,55750,38550,2.241279069767442
exacta,2車単,0.15,800,100,63,5,27200,142650,115450,4.244485294117647
exacta,2車単,0.15,800,150,73,6,32200,205850,173650,5.392857142857143
exacta,2車単,0.15,800,200,80,7,35700,292800,257100,7.201680672268908
exacta,2車単,0.15,800,300,86,7,38700,292800,254100,6.565891472868217
exacta,2車単,0.15,1200,100,32,3,16000,119700,103700,6.48125
exacta,2車単,0.15,1200,150,42,4,21000,182900,161900,7.70952380952381
exacta,2車単,0.15,1200,200,49,5,24500,269850,245350,10.014285714285714
exacta,2車単,0.15,1200,300,55,5,27500,269850,242350,8.812727272727273
exacta,2車単,0.15,2000,200,20,4,10000,227350,217350,21.735
exacta,2車単,0.15,2000,300,26,4,13000,227350,214350,16.48846153846154
exacta,2車単,0.2,100,10,73,6,7300,4900,-2400,-0.3287671232876712
exacta,2車単,0.2,100,20,241,17,28300,26090,-2210,-0.07809187279151944
exacta,2車単,0.2,100,30,283,21,37700,50150,12450,0.3302387267904509
exacta,2車単,0.2,100,50,306,22,45000,65150,20150,0.4477777777777778
exacta,2車単,0.2,100,80,316,23,49700,97950,48250,0.9708249496981891
exacta,2車単,0.2,100,100,322,24,52700,142350,89650,1.7011385199240987
exacta,2車単,0.2,100,150,325,25,54200,205550,151350,2.7924354243542435
exacta,2車単,0.2,100,200,327,25,55200,205550,150350,2.723731884057971
exacta,2車単,0.2,100,300,329,25,56200,205550,149350,2.657473309608541
exacta,2車単,0.2,200,20,121,9,16300,18550,2250,0.13803680981595093
exacta,2車単,0.2,200,30,163,13,25700,42610,16910,0.657976653696498
exacta,2車単,0.2,200,50,186,14,33000,57610,24610,0.7457575757575757
exacta,2車単,0.2,200,80,196,15,37700,90410,52710,1.3981432360742705
exacta,2車単,0.2,200,100,202,16,40700,134810,94110,2.3122850122850123
exacta,2車単,0.2,200,150,205,17,42200,198010,155810,3.69218009478673
exacta,2車単,0.2,200,200,207,17,43200,198010,154810,3.5835648148148147
exacta,2車単,0.2,200,300,209,17,44200,198010,153810,3.4798642533936652
exacta,2車単,0.2,300,20,39,2,8100,9480,1380,0.17037037037037037
exacta,2車単,0.2,300,30,81,6,17500,33540,16040,0.9165714285714286
exacta,2車単,0.2,300,50,104,7,24800,48540,23740,0.957258064516129
exacta,2車単,0.2,300,80,114,8,29500,81340,51840,1.7572881355932204
exacta,2車単,0.2,300,100,120,9,32500,125740,93240,2.868923076923077
exacta,2車単,0.2,300,150,123,10,34000,188940,154940,4.557058823529411
exacta,2車単,0.2,300,200,125,10,35000,188940,153940,4.398285714285715
exacta,2車単,0.2,300,300,127,10,36000,188940,152940,4.248333333333333
exacta,2車単,0.2,500,30,25,5,6300,29420,23120,3.6698412698412697
exacta,2車単,0.2,500,50,48,6,13600,44420,30820,2.2661764705882352
exacta,2車単,0.2,500,80,58,7,18300,77220,58920,3.219672131147541
exacta,2車単,0.2,500,100,64,8,21300,121620,100320,4.709859154929577
exacta,2車単,0.2,500,150,67,9,22800,184820,162020,7.106140350877193
exacta,2車単,0.2,500,200,69,9,23800,184820,161020,6.765546218487395
exacta,2車単,0.2,500,300,71,9,24800,184820,160020,6.452419354838709
exacta,2車単,0.2,800,80,24,3,9800,55750,45950,4.688775510204081
exacta,2車単,0.2,800,100,30,4,12800,100150,87350,6.82421875
exacta,2車単,0.2,800,150,33,5,14300,163350,149050,10.423076923076923
exacta,2車単,0.2,800,200,35,5,15300,163350,148050,9.676470588235293
exacta,2車単,0.2,800,300,37,5,16300,163350,147050,9.021472392638037
exacta,2車単,0.2,1200,300,21,3,10500,140400,129900,12.371428571428572
quinella,2車複,0.02,100,10,402,40,41400,30180,-11220,-0.2710144927536232
quinella,2車複,0.02,100,20,1699,130,182900,181570,-1330,-0.007271733187534172
quinella,2車複,0.02,100,30,3375,179,375900,309070,-66830,-0.17778664538441075
quinella,2車複,0.02,100,50,6302,228,750500,574720,-175780,-0.23421718854097268
quinella,2車複,0.02,100,80,9045,262,1151500,982360,-169140,-0.14688666956144159
quinella,2車複,0.02,100,100,10083,269,1316300,1113190,-203110,-0.15430373015270074
quinella,2車複,0.02,100,150,11278,273,1546200,1295130,-251070,-0.16237873496313543
quinella,2車複,0.02,100,200,11681,274,1644300,1379880,-264420,-0.16081007115489873
quinella,2車複,0.02,100,300,11885,275,1703500,1511630,-191870,-0.11263281479307309
quinella,2車複,0.02,200,10,67,10,7900,8510,610,0.07721518987341772
quinella,2車複,0.02,200,20,459,32,58900,59530,630,0.010696095076400678
quinella,2車複,0.02,200,30,1141,49,152500,108930,-43570,-0.28570491803278686
quinella,2車複,0.02,200,50,2628,75,383100,286280,-96820,-0.25272774732445835
quinella,2車複,0.02,200,80,4368,97,683800,617920,-65880,-0.09634396022228722
quinella,2車複,0.02,200,100,5127,103,820700,739910,-80790,-0.09844035579383453
quinella,2車複,0.02,200,150,6163,107,1034700,921850,-112850,-0.10906542959311878
quinella,2車複,0.02,200,200,6566,108,1132800,1006600,-126200,-0.11140536723163842
quinella,2車複,0.02,200,300,6770,109,1192000,1138350,-53650,-0.04500838926174497
