date,venue,race_no,race_id,candidate_rank,buy,trifecta_prob_approx,trifecta_odds,stake_yen,trifecta_return_yen,trifecta_profit_yen,loss_amount_yen,expected_profit_yen
2026-06-30,高知,3,037420260630,2,1-3-2,0.02102560817156192,950.3,100,95030,94930,100,1898
2026-06-30,高知,3,037420260630,3,2-1-3,0.02102560817156192,676.6,100,67660,67560,100,1323
2026-06-30,高知,3,037420260630,4,2-3-1,0.02102560817156192,1389.0,100,138900,138800,100,2820
2026-06-30,高知,3,037420260630,5,3-1-2,0.02102560817156192,1978.8,100,197880,197780,100,4061
2026-06-30,高知,3,037420260630,6,3-2-1,0.02102560817156192,2093.5,100,209350,209250,100,4302
2026-06-30,高知,3,037420260630,7,1-2-4,0.009193014828258673,58.7,100,5870,5770,100,-46
2026-06-30,高知,3,037420260630,8,1-3-4,0.009193014828258673,938.0,100,93800,93700,100,762
2026-06-30,高知,4,047420260630,1,1-2-4,0.009168933208109933,791.2,100,79120,79020,100,625
2026-06-30,高知,4,047420260630,2,1-2-5,0.009168933208109933,454.1,100,45410,45310,100,316
2026-06-30,高知,4,047420260630,3,1-2-7,0.009168933208109933,383.8,100,38380,38280,100,252
2026-06-30,高知,4,047420260630,4,1-4-2,0.009168933208109933,622.8,100,62280,62180,100,471
2026-06-30,高知,4,047420260630,5,1-4-5,0.009168933208109933,734.9,100,73490,73390,100,574
2026-06-30,高知,4,047420260630,6,1-4-7,0.009168933208109933,789.2,100,78920,78820,100,624
2026-06-30,高知,4,047420260630,7,1-5-2,0.009168933208109933,596.4,100,59640,59540,100,447
2026-06-30,高知,4,047420260630,8,1-5-4,0.009168933208109933,1409.8,100,140980,140880,100,1193
2026-06-30,高知,5,057420260630,1,1-2-4,0.014373870069187706,1296.6,100,129660,129560,100,1764
2026-06-30,高知,5,057420260630,2,1-4-2,0.014373870069187706,473.0,100,47300,47200,100,580
2026-06-30,高知,5,057420260630,3,2-1-4,0.014373870069187706,1625.1,100,162510,162410,100,2236
2026-06-30,高知,5,057420260630,4,2-4-1,0.014373870069187706,1183.3,100,118330,118230,100,1601
2026-06-30,高知,5,057420260630,5,4-1-2,0.014373870069187706,49.0,100,4900,4800,100,-30
2026-06-30,高知,5,057420260630,6,4-2-1,0.014373870069187706,244.4,100,24440,24340,100,251
2026-06-30,高知,5,057420260630,7,1-2-7,0.013197826154435984,2668.9,100,266890,266790,100,3422
2026-06-30,高知,5,057420260630,8,1-4-7,0.013197826154435984,74.1,100,7410,7310,100,-2
2026-06-30,高知,6,067420260630,1,2-5-1,0.0250305535033089,45.0,100,4500,4400,100,13
2026-06-30,高知,6,067420260630,2,2-5-3,0.0250305535033089,10.1,100,1010,910,100,-75
2026-06-30,高知,6,067420260630,3,2-5-4,0.0250305535033089,21.2,100,2120,2020,100,-47
2026-06-30,高知,6,067420260630,4,5-2-1,0.0250305535033089,22.2,100,2220,2120,100,-44
2026-06-30,高知,6,067420260630,5,5-2-3,0.0250305535033089,7.0,100,700,600,100,-82
2026-06-30,高知,6,067420260630,6,5-2-4,0.0250305535033089,13.6,100,1360,1260,100,-66
2026-06-30,高知,6,067420260630,7,2-5-6,0.02490219169047142,72.7,100,7270,7170,100,81
2026-06-30,高知,6,067420260630,8,5-2-6,0.02490219169047142,55.4,100,5540,5440,100,38
2026-06-30,高知,7,077420260630,1,3-2-7,0.016120274980884308,11.4,100,1140,1040,100,-82
2026-06-30,高知,7,077420260630,2,3-7-2,0.016120274980884308,36.7,100,3670,3570,100,-41
2026-06-30,高知,7,077420260630,3,3-2-1,0.016037606904059257,10.3,100,1030,930,100,-83
2026-06-30,高知,7,077420260630,4,3-2-4,0.016037606904059257,4.4,100,440,340,100,-93
2026-06-30,高知,7,077420260630,5,3-2-5,0.016037606904059257,35.3,100,3530,3430,100,-43
2026-06-30,高知,7,077420260630,6,3-7-1,0.016037606904059257,44.2,100,4420,4320,100,-29
2026-06-30,高知,7,077420260630,7,3-7-4,0.016037606904059257,106.0,100,10600,10500,100,70
2026-06-30,高知,7,077420260630,8,3-7-5,0.016037606904059257,175.4,100,17540,17440,100,181
2026-06-30,高知,8,087420260630,1,7-5-1,0.014917580941205395,304.6,100,30460,30360,100,354
2026-06-30,高知,8,087420260630,2,7-5-2,0.014917580941205395,510.8,100,51080,50980,100,662
2026-06-30,高知,8,087420260630,3,7-5-3,0.014917580941205395,468.3,100,46830,46730,100,599
2026-06-30,高知,8,087420260630,4,7-5-4,0.014917580941205395,779.6,100,77960,77860,100,1063
2026-06-30,高知,8,087420260630,5,7-5-6,0.014841080526122291,783.9,100,78390,78290,100,1063
2026-06-30,高知,8,087420260630,6,5-7-1,0.014527338575262495,164.4,100,16440,16340,100,139
2026-06-30,高知,8,087420260630,7,5-7-2,0.014527338575262495,389.8,100,38980,38880,100,466
2026-06-30,高知,8,087420260630,8,5-7-3,0.014527338575262495,301.9,100,30190,30090,100,339
2026-06-30,高知,9,097420260630,1,2-7-6,0.02099749305080578,426.1,100,42610,42510,100,795
2026-06-30,高知,9,097420260630,2,7-2-6,0.02099749305080578,1568.4,100,156840,156740,100,3193
2026-06-30,高知,9,097420260630,3,2-6-7,0.02036108133467841,171.1,100,17110,17010,100,248
2026-06-30,高知,9,097420260630,4,7-6-2,0.02036108133467841,1652.3,100,165230,165130,100,3264
2026-06-30,高知,9,097420260630,5,6-2-7,0.01991077224215011,367.8,100,36780,36680,100,632
2026-06-30,高知,9,097420260630,6,6-7-2,0.01991077224215011,1033.4,100,103340,103240,100,1958
2026-06-30,高知,9,097420260630,7,2-7-1,0.00974110502356969,683.6,100,68360,68260,100,566
2026-06-30,高知,9,097420260630,8,2-7-3,0.00974110502356969,716.9,100,71690,71590,100,598
2026-06-30,高知,10,107420260630,1,1-2-3,0.021228206771425177,977.2,100,97720,97620,100,1974
2026-06-30,高知,10,107420260630,2,1-3-2,0.021228206771425177,953.7,100,95370,95270,100,1925
2026-06-30,高知,10,107420260630,3,2-1-3,0.021228206771425177,962.4,100,96240,96140,100,1943
2026-06-30,高知,10,107420260630,4,2-3-1,0.021228206771425177,619.6,100,61960,61860,100,1215
2026-06-30,高知,10,107420260630,5,3-1-2,0.021228206771425177,570.5,100,57050,56950,100,1111
2026-06-30,高知,10,107420260630,6,3-2-1,0.021228206771425177,485.6,100,48560,48460,100,931
2026-06-30,高知,10,107420260630,7,1-2-4,0.009042380485110349,877.1,100,87710,87610,100,693
2026-06-30,高知,10,107420260630,8,1-2-5,0.009042380485110349,1749.3,100,174930,174830,100,1482
2026-06-30,高知,11,117420260630,1,2-3-4,0.013533475889222074,168.4,100,16840,16740,100,128
2026-06-30,高知,11,117420260630,2,2-3-5,0.013533475889222074,203.7,100,20370,20270,100,176
2026-06-30,高知,11,117420260630,3,2-4-3,0.013533475889222074,101.3,100,10130,10030,100,37
2026-06-30,高知,11,117420260630,4,2-4-5,0.013533475889222074,45.2,100,4520,4420,100,-39
2026-06-30,高知,11,117420260630,5,2-5-3,0.013533475889222074,186.5,100,18650,18550,100,152
2026-06-30,高知,11,117420260630,6,2-5-4,0.013533475889222074,102.9,100,10290,10190,100,39
2026-06-30,高知,11,117420260630,7,3-2-4,0.013533475889222074,182.8,100,18280,18180,100,147
2026-06-30,高知,11,117420260630,8,3-2-5,0.013533475889222074,198.8,100,19880,19780,100,169
2026-06-30,高知,12,127420260630,1,1-3-4,0.013533475889222074,10.5,100,1050,950,100,-86
2026-06-30,高知,12,127420260630,2,1-3-7,0.013533475889222074,47.3,100,4730,4630,100,-36
2026-06-30,高知,12,127420260630,3,1-4-3,0.013533475889222074,5.1,100,510,410,100,-93
2026-06-30,高知,12,127420260630,4,1-4-7,0.013533475889222074,33.7,100,3370,3270,100,-54
2026-06-30,高知,12,127420260630,5,1-7-3,0.013533475889222074,211.0,100,21100,21000,100,186
2026-06-30,高知,12,127420260630,6,1-7-4,0.013533475889222074,188.3,100,18830,18730,100,155
2026-06-30,高知,12,127420260630,7,3-1-4,0.013533475889222074,27.9,100,2790,2690,100,-62
2026-06-30,高知,12,127420260630,8,3-1-7,0.013533475889222074,98.7,100,9870,9770,100,34
